# phi psi FES dF/dphi dF/dpsi
-4.398229720000016441e-01 6.911503840000147170e-01 8.167608524674982107e+00 1.010399592706415817e+01 7.553796785800080682e-02
-3.769911179999962392e-01 6.911503840000147170e-01 8.744894374431758877e+00 8.197929430721941912e+00 -7.177857615999966301e-02
-3.141592650000006315e-01 6.911503840000147170e-01 9.196573406486933777e+00 6.218190155747979730e+00 -1.709124581320023428e-01
-2.513274119999963641e-01 6.911503840000147170e-01 9.526666116774080706e+00 4.334233981331977681e+00 -1.326237577429991987e-01
-1.884955589999981196e-01 6.911503840000147170e-01 9.743726721287764292e+00 2.605219610894013549e+00 1.332726737699985349e-02
-1.256637059999981820e-01 6.911503840000147170e-01 9.858659272004224761e+00 1.096379053213994093e+00 2.534343388639995198e-01
-6.283185299999909101e-02 6.911503840000147170e-01 9.883303525811648171e+00 -2.996804487330008704e-01 5.817182357240038293e-01
0.000000000000000000e+00 6.911503840000147170e-01 9.821106219068170162e+00 -1.666171962008000218e+00 9.473520548719928103e-01
6.283185299999909101e-02 6.911503840000147170e-01 9.671556843423267935e+00 -3.108411908800988943e+00 1.317792740733005674e+00
1.256637059999981820e-01 6.911503840000147170e-01 9.426483532765814743e+00 -4.687595241580013727e+00 1.638966212122018318e+00
1.884955589999981196e-01 6.911503840000147170e-01 9.081695627974255558e+00 -6.295724490158006503e+00 1.881889726500001858e+00
2.513274119999963641e-01 6.911503840000147170e-01 8.643867682286810350e+00 -7.590430335187982713e+00 1.992450963553999310e+00
3.141592650000006315e-01 6.911503840000147170e-01 8.137037867961943505e+00 -8.441628524906967357e+00 2.006670349332006165e+00
3.769911179999962392e-01 6.911503840000147170e-01 7.595426210991654159e+00 -8.672997238493996619e+00 1.993552206479003885e+00
4.398229720000016441e-01 6.911503840000147170e-01 7.062737118864930608e+00 -8.166756515827973573e+00 1.982836615656008883e+00
5.026548249999909235e-01 6.911503840000147170e-01 6.581385726519044965e+00 -7.081784838047976649e+00 2.018194086441994273e+00
5.654866780000047388e-01 6.911503840000147170e-01 6.179729301588409385e+00 -5.616475873913984174e+00 2.249448397102986164e+00
6.283185309999932411e-01 6.911503840000147170e-01 5.879182668078072993e+00 -3.944398379159006929e+00 2.679229206003994168e+00
6.911503840000147170e-01 6.911503840000147170e-01 5.685238954442482395e+00 -2.231640210359993048e+00 3.361036435264011857e+00
7.539822369999840124e-01 6.911503840000147170e-01 5.602069455607789905e+00 -4.724045359210013451e-01 4.127072233055962158e+00
8.168140899999871696e-01 6.911503840000147170e-01 5.626806271462797326e+00 1.241498900722998844e+00 4.931548430014999873e+00
8.796459430000120872e-01 6.911503840000147170e-01 5.758225228021309761e+00 2.917470273195001962e+00 5.604023175341015239e+00
9.424777960000189081e-01 6.911503840000147170e-01 5.995270192415596000e+00 4.631651795477977451e+00 6.148841596374981400e+00
1.005309648999990646e+00 6.911503840000147170e-01 6.338942383586818607e+00 6.260502404033986501e+00 6.542825398212998245e+00
1.068141501999998244e+00 6.911503840000147170e-01 6.781852315724052005e+00 7.815758574328035557e+00 6.756936769777056817e+00
1.130973355000006064e+00 6.911503840000147170e-01 7.315988879782011622e+00 9.141793705981957174e+00 6.861875227701997204e+00
1.193805207999977691e+00 6.911503840000147170e-01 7.926740647094320025e+00 1.024990212715106175e+01 6.900271494924956173e+00
1.256637060999993283e+00 6.911503840000147170e-01 8.599716304784770671e+00 1.116723508476403737e+01 6.875692062195046361e+00
1.319468915000011622e+00 6.911503840000147170e-01 9.327377596829990125e+00 1.200399336965394248e+01 6.840798393691004620e+00
1.382300768000029434e+00 6.911503840000147170e-01 1.010354177876573090e+01 1.272963997994197705e+01 6.745828746099982176e+00
1.445132621000018824e+00 6.911503840000147170e-01 1.092891817277359934e+01 1.353392490417495253e+01 6.644539611863963913e+00
1.507964473999968025e+00 6.911503840000147170e-01 1.179850423393483538e+01 1.414003274966793278e+01 6.591711773001970087e+00
1.570796326999984505e+00 6.911503840000147170e-01 1.270137650771602011e+01 1.454574649068305803e+01 6.441812270823022324e+00
1.633628179999974339e+00 6.911503840000147170e-01 1.362622076982309238e+01 1.486774324383193679e+01 6.239867999063985593e+00
1.696460032999994372e+00 6.911503840000147170e-01 1.456561749768182068e+01 1.498983492148484586e+01 5.958515787557971954e+00
1.759291886000024174e+00 6.911503840000147170e-01 1.550368814253793204e+01 1.484477221458197782e+01 5.566401459598985468e+00
1.822123739000014231e+00 6.911503840000147170e-01 1.642356841314275329e+01 1.435717137555204026e+01 5.100836752353999692e+00
1.884955592000037816e+00 6.911503840000147170e-01 1.730317837670003200e+01 1.360765709695597714e+01 4.548633346230950281e+00
1.947787444999960371e+00 6.911503840000147170e-01 1.812367282916292766e+01 1.247981306519105082e+01 3.973569248798993758e+00
2.010619297999981292e+00 6.911503840000147170e-01 1.886260648687376573e+01 1.096180986930700740e+01 3.396059151559998046e+00
2.073451150999975567e+00 6.911503840000147170e-01 1.949198705560568357e+01 8.993939761934043986e+00 2.879767392020999406e+00
2.136283003999996488e+00 6.911503840000147170e-01 1.998493113932090637e+01 6.609195032247018098e+00 2.386964165616002553e+00
2.199114858000019712e+00 6.911503840000147170e-01 2.031546457172091635e+01 3.854911378075970507e+00 1.844518967732012404e+00
2.261946711000003774e+00 6.911503840000147170e-01 2.046730081620800235e+01 9.272254379819985237e-01 1.314999649866007925e+00
2.324778564000050451e+00 6.911503840000147170e-01 2.042673332580694279e+01 -2.223552424867974331e+00 7.172196027400007390e-01
2.387610416999951468e+00 6.911503840000147170e-01 2.019199422072684769e+01 -5.257871605944996141e+00 1.324172204139996700e-01
2.450442270000012801e+00 6.911503840000147170e-01 1.977184626551206037e+01 -8.092219366284979287e+00 -4.593336265419994402e-01
2.513274122999976878e+00 6.911503840000147170e-01 1.918148971535797642e+01 -1.067218317732601029e+01 -1.014181870800998420e+00
2.576105975999960940e+00 6.911503840000147170e-01 1.843760586074446195e+01 -1.292922753453203022e+01 -1.461152688815000600e+00
2.638937829000033375e+00 6.911503840000147170e-01 1.756842247097575438e+01 -1.468234841978782157e+01 -1.805464219073996679e+00
2.701769681999986794e+00 6.911503840000147170e-01 1.660225324915085565e+01 -1.600717348649789074e+01 -2.004813480383991653e+00
2.764601535000068555e+00 6.911503840000147170e-01 1.556754490388391332e+01 -1.685270402034701220e+01 -2.123034041155001717e+00
2.827433387999951364e+00 6.911503840000147170e-01 1.449495055830573875e+01 -1.719773721006790623e+01 -2.131361134777984834e+00
2.890265241000027796e+00 6.911503840000147170e-01 1.341697910479463474e+01 -1.706644713183701612e+01 -2.064153919161993755e+00
2.953097093999986988e+00 6.911503840000147170e-01 1.235898705373001860e+01 -1.655047841773901851e+01 -1.920862919887010856e+00
3.015928946999945293e+00 6.911503840000147170e-01 1.134574646823330113e+01 -1.570250351935605693e+01 -1.695762707456007989e+00
3.078760801000035130e+00 6.911503840000147170e-01 1.038788281184897500e+01 -1.477861301977506159e+01 -1.449764995185994776e+00
-3.141592653999969009e+00 7.539822369999840124e-01 9.415248916027962878e+00 -1.361447156961697935e+01 -1.070925604911995510e+00
-3.078760801000035130e+00 7.539822369999840124e-01 8.583478563998696131e+00 -1.285178301062797068e+01 -9.264555729439934995e-01
-3.015928946999945293e+00 7.539822369999840124e-01 7.796640313651678866e+00 -1.220546736984101699e+01 -8.366904624789971434e-01
-2.953097093999986988e+00 7.539822369999840124e-01 7.048761787118237976e+00 -1.158042783157802802e+01 -7.935009196969995404e-01
-2.890265241000027796e+00 7.539822369999840124e-01 6.344960137613931295e+00 -1.074674641009205089e+01 -7.621327629719959473e-01
-2.827433387999951364e+00 7.539822369999840124e-01 5.701044294730124307e+00 -9.704063193131950982e+00 -7.989843888609935441e-01
-2.764601535000068555e+00 7.539822369999840124e-01 5.132530146813671479e+00 -8.419910049120979068e+00 -7.641092756279964648e-01
-2.701769681999986794e+00 7.539822369999840124e-01 4.647516718727139562e+00 -6.968904875195007342e+00 -7.996216119720019888e-01
-2.638937829000033375e+00 7.539822369999840124e-01 4.254557552536688547e+00 -5.536475277532947992e+00 -7.532287721900008393e-01
-2.576105975999960940e+00 7.539822369999840124e-01 3.950116131191194313e+00 -4.174505463769019542e+00 -6.703462200280076999e-01
-2.513274122999976878e+00 7.539822369999840124e-01 3.724978619826018189e+00 -3.049864099181003763e+00 -6.487079192310014619e-01
-2.450442270000012801e+00 7.539822369999840124e-01 3.559812197333535266e+00 -2.211160405391978667e+00 -5.809079604860082346e-01
-2.387610416999951468e+00 7.539822369999840124e-01 3.439428080485960493e+00 -1.624720969082998234e+00 -5.981052578310008805e-01
-2.324778564000050451e+00 7.539822369999840124e-01 3.351144779209576541e+00 -1.174502642958002774e+00 -6.552453272120017935e-01
-2.261946711000003774e+00 7.539822369999840124e-01 3.283872159259189516e+00 -1.008923584128007755e+00 -6.966256900670015906e-01
-2.199114858000019712e+00 7.539822369999840124e-01 3.219824718148686316e+00 -1.071467121698992830e+00 -7.506420005400024076e-01
-2.136283003999996488e+00 7.539822369999840124e-01 3.144689142140094873e+00 -1.392696334824019111e+00 -7.817552444059957528e-01
-2.073451150999975567e+00 7.539822369999840124e-01 3.040021598982832529e+00 -1.958999041373008287e+00 -7.493679090339999682e-01
-2.010619297999981292e+00 7.539822369999840124e-01 2.891887407087921247e+00 -2.763220110791992035e+00 -7.339088848359985873e-01
-1.947787444999960371e+00 7.539822369999840124e-01 2.691361945024226543e+00 -3.632173814737987172e+00 -6.769563822580016987e-01
-1.884955592000037816e+00 7.539822369999840124e-01 2.436119716366803800e+00 -4.397138194653030574e+00 -7.129302853469916545e-01
-1.822123739000014231e+00 7.539822369999840124e-01 2.140375915551310015e+00 -4.965434150205998876e+00 -8.592825619010019400e-01
-1.759291886000024174e+00 7.539822369999840124e-01 1.816701604484642019e+00 -5.269631132857012012e+00 -1.057964461287002944e+00
-1.696460032999994372e+00 7.539822369999840124e-01 1.483788250734399128e+00 -5.260929626315046015e+00 -1.348362553607999947e+00
-1.633628179999974339e+00 7.539822369999840124e-01 1.162379782967860820e+00 -4.972708023620014295e+00 -1.695580277912989375e+00
-1.570796326999984505e+00 7.539822369999840124e-01 8.663697900647662209e-01 -4.402014755387995137e+00 -2.060197287157011559e+00
-1.507964473999968025e+00 7.539822369999840124e-01 6.137098088577062072e-01 -3.577969239642014632e+00 -2.294474457853989513e+00
-1.445132621000018824e+00 7.539822369999840124e-01 4.242938103077023015e-01 -2.427507950096003952e+00 -2.463308890237986049e+00
-1.382300768000029434e+00 7.539822369999840124e-01 3.155458198706000417e-01 -1.019882478191002306e+00 -2.524163389928981704e+00
-1.319468915000011622e+00 7.539822369999840124e-01 2.978419750459124771e-01 5.443160582069974662e-01 -2.422573954650983907e+00
-1.256637060999993283e+00 7.539822369999840124e-01 3.793228917051010285e-01 2.072340196591999639e+00 -2.240092067575005341e+00
-1.193805207999977691e+00 7.539822369999840124e-01 5.580788536735354910e-01 3.591854577702008555e+00 -1.973578483230987723e+00
-1.130973355000006064e+00 7.539822369999840124e-01 8.296302205615049274e-01 5.052398765235982303e+00 -1.562067052572022829e+00
-1.068141501999998244e+00 7.539822369999840124e-01 1.190576463289019671e+00 6.419026836008019821e+00 -1.138356875795999645e+00
-1.005309648999990646e+00 7.539822369999840124e-01 1.636863669786038145e+00 7.807392264459981135e+00 -7.173863972670030398e-01
-9.424777960000189081e-01 7.539822369999840124e-01 2.170233170012394908e+00 9.176387230251016547e+00 -3.213981324530034156e-01
-8.796459430000120872e-01 7.539822369999840124e-01 2.788303578630682011e+00 1.048783642303396313e+01 -5.643298757000136771e-03
-8.168140899999871696e-01 7.539822369999840124e-01 3.488161811826302028e+00 1.172735883905988885e+01 1.771595275740003028e-01
-7.539822369999840124e-01 7.539822369999840124e-01 4.255571108977548533e+00 1.268771937088895463e+01 2.642610218170006187e-01
-6.911503840000147170e-01 7.539822369999840124e-01 5.070433956277511811e+00 1.317828188807092715e+01 2.356965890780003681e-01
-6.283185309999932411e-01 7.539822369999840124e-01 5.901972561484448931e+00 1.320372278535201538e+01 1.533693617380002538e-01
-5.654866780000047388e-01 7.539822369999840124e-01 6.718442106136528480e+00 1.269598558844090697e+01 5.154089111999540437e-03
-5.026548249999909235e-01 7.539822369999840124e-01 7.484290889801002322e+00 1.158645601776315281e+01 -1.126914527190011617e-01
-4.398229720000016441e-01 7.539822369999840124e-01 8.163494065155852297e+00 9.989659492863941281e+00 -2.226910442049974681e-01
-3.769911179999962392e-01 7.539822369999840124e-01 8.733778471171028457e+00 8.123925593790001898e+00 -2.601952588050001625e-01
-3.141592650000006315e-01 7.539822369999840124e-01 9.184590243954815492e+00 6.266560602617945896e+00 -2.104098573869958855e-01
-2.513274119999963641e-01 7.539822369999840124e-01 9.520814651708910503e+00 4.451184786675027816e+00 -4.556435057199975658e-02
-1.884955589999981196e-01 7.539822369999840124e-01 9.749030831298846067e+00 2.824961086209010208e+00 1.475312396610007071e-01
-1.256637059999981820e-01 7.539822369999840124e-01 9.880417318950286187e+00 1.372426107601989020e+00 4.202731113890007530e-01
-6.283185299999909101e-02 7.539822369999840124e-01 9.924625243917674311e+00 4.890225249499963872e-02 6.838462461460056430e-01
0.000000000000000000e+00 7.539822369999840124e-01 9.884588973667597145e+00 -1.328919907847006865e+00 1.025706692850001822e+00
6.283185299999909101e-02 7.539822369999840124e-01 9.756867502303791184e+00 -2.775686834378990664e+00 1.342017234216998700e+00
1.256637059999981820e-01 7.539822369999840124e-01 9.530749778311907505e+00 -4.419253511228996345e+00 1.628330700708002121e+00
1.884955589999981196e-01 7.539822369999840124e-01 9.200414731577126304e+00 -6.071199591797996398e+00 1.915913091368991239e+00
2.513274119999963641e-01 7.539822369999840124e-01 8.773683291677635054e+00 -7.457852408780028419e+00 2.111637545740008282e+00
3.141592650000006315e-01 7.539822369999840124e-01 8.272757756867598289e+00 -8.379450359704991413e+00 2.274995841284004783e+00
3.769911179999962392e-01 7.539822369999840124e-01 7.734976691799325010e+00 -8.609310707836039356e+00 2.402497355220998720e+00
4.398229720000016441e-01 7.539822369999840124e-01 7.206354849818566777e+00 -8.116974115871069984e+00 2.560471050419000694e+00
5.026548249999909235e-01 7.539822369999840124e-01 6.732511635212262036e+00 -6.904424725623975689e+00 2.793582291745989821e+00
5.654866780000047388e-01 7.539822369999840124e-01 6.348614090032917545e+00 -5.249486412068005592e+00 3.118511534994986789e+00
6.283185309999932411e-01 7.539822369999840124e-01 6.076889410715345718e+00 -3.396024336290992984e+00 3.607882519726986814e+00
6.911503840000147170e-01 7.539822369999840124e-01 5.921584996827888858e+00 -1.545837044580989250e+00 4.152160177682021391e+00
7.539822369999840124e-01 7.539822369999840124e-01 5.881312616691005246e+00 2.476205517449998339e-01 4.737277550907982082e+00
8.168140899999871696e-01 7.539822369999840124e-01 5.949200743279995152e+00 1.917768538790000976e+00 5.334741278893992522e+00
8.796459430000120872e-01 7.539822369999840124e-01 6.118580723082182260e+00 3.483568633043019780e+00 5.854908109890994972e+00
9.424777960000189081e-01 7.539822369999840124e-01 6.385140197646776983e+00 4.980409994605029311e+00 6.222918230604999046e+00
1.005309648999990646e+00 7.539822369999840124e-01 6.746258036604800168e+00 6.513410929400031080e+00 6.429571029158013040e+00
1.068141501999998244e+00 7.539822369999840124e-01 7.200031753848513461e+00 7.927113857681007403e+00 6.565123409029989254e+00
1.130973355000006064e+00 7.539822369999840124e-01 7.739515359255079829e+00 9.172071525215031329e+00 6.586629826454056591e+00
1.193805207999977691e+00 7.539822369999840124e-01 8.352051606747266987e+00 1.027516644149705272e+01 6.630394112703960730e+00
1.256637060999993283e+00 7.539822369999840124e-01 9.025313428406732896e+00 1.113588550249194675e+01 6.644123927411999198e+00
1.319468915000011622e+00 7.539822369999840124e-01 9.751788877498832164e+00 1.197115657266400035e+01 6.676047009610964089e+00
1.382300768000029434e+00 7.539822369999840124e-01 1.052651556321302451e+01 1.269758125946694705e+01 6.673521650732968880e+00
1.445132621000018824e+00 7.539822369999840124e-01 1.134825284609478047e+01 1.345776149079511441e+01 6.634826369299989146e+00
1.507964473999968025e+00 7.539822369999840124e-01 1.221204596466317582e+01 1.401903944922897161e+01 6.547907175173055094e+00
1.570796326999984505e+00 7.539822369999840124e-01 1.310525659105103813e+01 1.440600785969904685e+01 6.381251819348978671e+00
1.633628179999974339e+00 7.539822369999840124e-01 1.401797884650028436e+01 1.459340057329101370e+01 6.148898960793004242e+00
1.696460032999994372e+00 7.539822369999840124e-01 1.493768480214261984e+01 1.463154440954999025e+01 5.817625716988019668e+00
1.759291886000024174e+00 7.539822369999840124e-01 1.584889968850858821e+01 1.434244330155701519e+01 5.370215478115033747e+00
1.822123739000014231e+00 7.539822369999840124e-01 1.673588767731502003e+01 1.382845453634101673e+01 4.818353351408001473e+00
1.884955592000037816e+00 7.539822369999840124e-01 1.757925451428064889e+01 1.298964439425693307e+01 4.190411361962022241e+00
1.947787444999960371e+00 7.539822369999840124e-01 1.836130777289164229e+01 1.188680258954103408e+01 3.621439251514979585e+00
2.010619297999981292e+00 7.539822369999840124e-01 1.906460692095886600e+01 1.040126962776695763e+01 3.015272897854997858e+00
2.073451150999975567e+00 7.539822369999840124e-01 1.965972591538191239e+01 8.482868611752985899e+00 2.482152211778967832e+00
2.136283003999996488e+00 7.539822369999840124e-01 2.011959761608791553e+01 6.073062057664007973e+00 1.895425277109012097e+00
2.199114858000019712e+00 7.539822369999840124e-01 2.041600716249459424e+01 3.322853557833998828e+00 1.327811996007007833e+00
2.261946711000003774e+00 7.539822369999840124e-01 2.053177796887605666e+01 2.933723990839976481e-01 7.266266940439963795e-01
2.324778564000050451e+00 7.539822369999840124e-01 2.045262320005010537e+01 -2.809543122951958960e+00 9.293291711400049337e-02
2.387610416999951468e+00 7.539822369999840124e-01 2.018159199053894781e+01 -5.818996852715025980e+00 -4.683600131150021939e-01
2.450442270000012801e+00 7.539822369999840124e-01 1.972584169391470255e+01 -8.615075352263987796e+00 -1.022222350222001808e+00
2.513274122999976878e+00 7.539822369999840124e-01 1.910344450666452332e+01 -1.113290119642007880e+01 -1.470791830999006233e+00
2.576105975999960940e+00 7.539822369999840124e-01 1.833692358820789536e+01 -1.321404482173811878e+01 -1.757112873586001323e+00
2.638937829000033375e+00 7.539822369999840124e-01 1.745213581026767713e+01 -1.485637171736004980e+01 -1.938008755964995444e+00
2.701769681999986794e+00 7.539822369999840124e-01 1.647897964180587138e+01 -1.604150000536800746e+01 -1.959689646573992805e+00
2.764601535000068555e+00 7.539822369999840124e-01 1.544174246137967543e+01 -1.684426721858609710e+01 -1.898508200621987330e+00
2.827433387999951364e+00 7.539822369999840124e-01 1.437147211169744310e+01 -1.710366533046405380e+01 -1.810145442642985047e+00
2.890265241000027796e+00 7.539822369999840124e-01 1.329926755109285352e+01 -1.695306859814713007e+01 -1.677420236707005241e+00
2.953097093999986988e+00 7.539822369999840124e-01 1.225006916026896420e+01 -1.636829780572499971e+01 -1.522863174964994792e+00
3.015928946999945293e+00 7.539822369999840124e-01 1.124762818579668533e+01 -1.552548352144098764e+01 -1.418313264370001603e+00
3.078760801000035130e+00 7.539822369999840124e-01 1.030157838874591647e+01 -1.457356170494095338e+01 -1.241268870637993293e+00
-3.141592653999969009e+00 8.168140899999871696e-01 9.357758095844801005e+00 -1.352646470556797986e+01 -7.667996131440049101e-01
-3.078760801000035130e+00 8.168140899999871696e-01 8.532076036288671617e+00 -1.277049496452695543e+01 -7.254537489720048749e-01
-3.015928946999945293e+00 8.168140899999871696e-01 7.749409693383547904e+00 -1.215543873836395328e+01 -6.624688320559954935e-01
-2.953097093999986988e+00 8.168140899999871696e-01 7.004154647153804092e+00 -1.154370394726299232e+01 -5.898362486640035263e-01
-2.890265241000027796e+00 8.168140899999871696e-01 6.302040297984035533e+00 -1.077830571681100480e+01 -5.707363810440020391e-01
-2.827433387999951364e+00 8.168140899999871696e-01 5.658634126430960976e+00 -9.708910895094133409e+00 -5.648526156329980452e-01
-2.764601535000068555e+00 8.168140899999871696e-01 5.087904023115036978e+00 -8.413712195493014079e+00 -6.068480221390039064e-01
-2.701769681999986794e+00 8.168140899999871696e-01 4.603685033514011593e+00 -6.946782814504930847e+00 -6.335029368690018314e-01
-2.638937829000033375e+00 8.168140899999871696e-01 4.212992911715268463e+00 -5.495551725590011038e+00 -5.715080027819985364e-01
-2.576105975999960940e+00 8.168140899999871696e-01 3.912404199377959912e+00 -4.128670852851017870e+00 -5.049486382430020681e-01
-2.513274122999976878e+00 8.168140899999871696e-01 3.689129601494663291e+00 -3.024680124358005706e+00 -4.704451724529992163e-01
-2.450442270000012801e+00 8.168140899999871696e-01 3.524835346266257829e+00 -2.244037645539988635e+00 -4.859137060699980082e-01
-2.387610416999951468e+00 8.168140899999871696e-01 3.402591294652900444e+00 -1.691833275847001383e+00 -5.297848447159997365e-01
-2.324778564000050451e+00 8.168140899999871696e-01 3.310504307796890089e+00 -1.292272885382997449e+00 -6.011534973860014341e-01
-2.261946711000003774e+00 8.168140899999871696e-01 3.237668347283104708e+00 -1.061545633620990969e+00 -7.306767261180077133e-01
-2.199114858000019712e+00 8.168140899999871696e-01 3.170968608532078292e+00 -1.135426559452002104e+00 -8.054128456410041270e-01
-2.136283003999996488e+00 8.168140899999871696e-01 3.092149102634557778e+00 -1.443852604561003616e+00 -8.402032696650036936e-01
-2.073451150999975567e+00 8.168140899999871696e-01 2.986473663080779772e+00 -1.961465298463004103e+00 -9.003447029080073882e-01
-2.010619297999981292e+00 8.168140899999871696e-01 2.840425416243888890e+00 -2.714223422228002836e+00 -9.000909833850041508e-01
-1.947787444999960371e+00 8.168140899999871696e-01 2.641573481030640380e+00 -3.616327550522020928e+00 -8.610908703199990910e-01
-1.884955592000037816e+00 8.168140899999871696e-01 2.387847839545266027e+00 -4.439853069217997827e+00 -8.350631813199987930e-01
-1.822123739000014231e+00 8.168140899999871696e-01 2.087747843530159741e+00 -5.088823577142935761e+00 -7.978205963379982890e-01
-1.759291886000024174e+00 8.168140899999871696e-01 1.753004511289837808e+00 -5.451289295991009531e+00 -8.940543409569980948e-01
-1.696460032999994372e+00 8.168140899999871696e-01 1.407340179975250294e+00 -5.518439616383943758e+00 -1.091741258385993785e+00
-1.633628179999974339e+00 8.168140899999871696e-01 1.066046735786812860e+00 -5.318010847760020532e+00 -1.364989769472992887e+00
-1.570796326999984505e+00 8.168140899999871696e-01 7.479420425155112184e-01 -4.703190085338057713e+00 -1.661859140895010967e+00
-1.507964473999968025e+00 8.168140899999871696e-01 4.794396366407269738e-01 -3.780189814587978425e+00 -1.895107895994002201e+00
-1.445132621000018824e+00 8.168140899999871696e-01 2.802683423296272736e-01 -2.486016625440985450e+00 -2.017421247512988458e+00
-1.382300768000029434e+00 8.168140899999871696e-01 1.697000186405119848e-01 -1.007097894813998362e+00 -2.074370090476997053e+00
-1.319468915000011622e+00 8.168140899999871696e-01 1.574961476015630524e-01 6.326461014629961577e-01 -1.981265772276991299e+00
-1.256637060999993283e+00 8.168140899999871696e-01 2.502847687387728115e-01 2.301302632822017191e+00 -1.838877602887007967e+00
-1.193805207999977691e+00 8.168140899999871696e-01 4.464258085256247455e-01 3.945625504478993406e+00 -1.545766337145016323e+00
-1.130973355000006064e+00 8.168140899999871696e-01 7.427359945328149138e-01 5.423689934471961571e+00 -1.155957411016994563e+00
-1.068141501999998244e+00 8.168140899999871696e-01 1.129151447927007723e+00 6.842821938661981740e+00 -7.698884449949942033e-01
-1.005309648999990646e+00 8.168140899999871696e-01 1.601250226588611270e+00 8.186656028325053569e+00 -4.009691914920004985e-01
-9.424777960000189081e-01 8.168140899999871696e-01 2.157924668905977228e+00 9.468270034635947852e+00 -7.635149837299960718e-02
-8.796459430000120872e-01 8.168140899999871696e-01 2.793217243496947333e+00 1.072867575519805072e+01 1.743592744909992776e-01
-8.168140899999871696e-01 8.168140899999871696e-01 3.502008242059154952e+00 1.179273286261215326e+01 2.712769967320013964e-01
-7.539822369999840124e-01 8.168140899999871696e-01 4.270786029943764106e+00 1.264951376201702082e+01 2.088636519880000819e-01
-6.911503840000147170e-01 8.168140899999871696e-01 5.079581460147799987e+00 1.306513629539600352e+01 7.544097925199987065e-02
-6.283185309999932411e-01 8.168140899999871696e-01 5.903313107026669115e+00 1.307239258648310098e+01 -1.026964336640006498e-01
-5.654866780000047388e-01 8.168140899999871696e-01 6.710495742804532426e+00 1.254338520917510458e+01 -2.394300519380006820e-01
-5.026548249999909235e-01 8.168140899999871696e-01 7.467383652635042779e+00 1.145980062013107492e+01 -4.117264510280003731e-01
-4.398229720000016441e-01 8.168140899999871696e-01 8.141992994646898296e+00 9.967744151366048300e+00 -4.525532022180009939e-01
-3.769911179999962392e-01 8.168140899999871696e-01 8.713597066853367323e+00 8.188324930512001387e+00 -3.808056016950026046e-01
-3.141592650000006315e-01 8.168140899999871696e-01 9.171119356043767823e+00 6.389266703084004462e+00 -2.407880092660044380e-01
-2.513274119999963641e-01 8.168140899999871696e-01 9.518569823017621445e+00 4.686761132467001545e+00 -3.504222767900045526e-02
-1.884955589999981196e-01 8.168140899999871696e-01 9.760726650328692244e+00 3.049973316081987296e+00 2.536757393800009863e-01
-1.256637059999981820e-01 8.168140899999871696e-01 9.908005380473952073e+00 1.642277501575012177e+00 4.807669007719989618e-01
-6.283185299999909101e-02 8.168140899999871696e-01 9.969134869300205537e+00 3.194181553689979802e-01 7.170641258039998078e-01
0.000000000000000000e+00 8.168140899999871696e-01 9.947200955698768610e+00 -1.034397030897998615e+00 9.485959361390049471e-01
6.283185299999909101e-02 8.168140899999871696e-01 9.838065311635546095e+00 -2.464633219554031474e+00 1.227185805874996927e+00
1.256637059999981820e-01 8.168140899999871696e-01 9.630525524506140300e+00 -4.129574625119998288e+00 1.491895032320000647e+00
1.884955589999981196e-01 8.168140899999871696e-01 9.317945950934671373e+00 -5.804933334035975001e+00 1.801421545065003516e+00
2.513274119999963641e-01 8.168140899999871696e-01 8.906583985018023952e+00 -7.230111907302989138e+00 2.119038858164985051e+00
3.141592650000006315e-01 8.168140899999871696e-01 8.420291215828953568e+00 -8.134118728685024280e+00 2.443026601255009922e+00
3.769911179999962392e-01 8.168140899999871696e-01 7.897463504225193276e+00 -8.353328039920951298e+00 2.790587550157996422e+00
4.398229720000016441e-01 8.168140899999871696e-01 7.386056350294602169e+00 -7.782572462954974846e+00 3.162469386823006268e+00
5.026548249999909235e-01 8.168140899999871696e-01 6.932649469290957711e+00 -6.544356500285965161e+00 3.584279164663033868e+00
5.654866780000047388e-01 8.168140899999871696e-01 6.573815130044799560e+00 -4.810752338885012414e+00 4.043328504927992562e+00
6.283185309999932411e-01 8.168140899999871696e-01 6.331252997195349508e+00 -2.889636351611030385e+00 4.470978667061002554e+00
6.911503840000147170e-01 8.168140899999871696e-01 6.207914443399587867e+00 -1.026130169124997327e+00 4.970093523217990139e+00
7.539822369999840124e-01 8.168140899999871696e-01 6.200535899503876180e+00 7.390476981760014663e-01 5.411485366080982296e+00
8.168140899999871696e-01 8.168140899999871696e-01 6.297723578230780106e+00 2.326650837911997005e+00 5.734408094142946943e+00
8.796459430000120872e-01 8.168140899999871696e-01 6.491064680161322542e+00 3.799949526738947370e+00 6.010554055346037927e+00
9.424777960000189081e-01 8.168140899999871696e-01 6.775186432262913172e+00 5.244076948721021481e+00 6.209543358086001774e+00
1.005309648999990646e+00 8.168140899999871696e-01 7.147103131303971679e+00 6.626836873958040997e+00 6.313677864864938094e+00
1.068141501999998244e+00 8.168140899999871696e-01 7.605103565422545842e+00 7.961917591558003160e+00 6.367176662999000314e+00
1.130973355000006064e+00 8.168140899999871696e-01 8.146418042456275543e+00 9.214206456905078113e+00 6.382503053636992441e+00
1.193805207999977691e+00 8.168140899999871696e-01 8.760574380918797033e+00 1.030306890473897319e+01 6.385065671465000925e+00
