# phi psi FES dF/dphi dF/dpsi
2.324778564000050451e+00 -1.759291886000024174e+00 1.673661862916406307e+01 -9.634537897209950463e-01 -4.329325570969991266e-01
2.387610416999951468e+00 -1.759291886000024174e+00 1.660699407715998888e+01 -3.084457487358007732e+00 -1.866538988790014675e-01
2.450442270000012801e+00 -1.759291886000024174e+00 1.635864861690360783e+01 -4.760389146405023197e+00 -1.200233827999762923e-03
2.513274122999976878e+00 -1.759291886000024174e+00 1.601973958223351957e+01 -5.957813925559968027e+00 8.146166141600008626e-02
2.576105975999960940e+00 -1.759291886000024174e+00 1.561605313280809071e+01 -6.831326551905008593e+00 1.588879999369999241e-01
2.638937829000033375e+00 -1.759291886000024174e+00 1.516602132361708044e+01 -7.480330170273938428e+00 1.852489726699999839e-01
2.701769681999986794e+00 -1.759291886000024174e+00 1.467503999840084106e+01 -8.174516018833012154e+00 1.783194215280004824e-01
2.764601535000068555e+00 -1.759291886000024174e+00 1.413555966883408388e+01 -9.000744886217969309e+00 1.928015005740007781e-01
2.827433387999951364e+00 -1.759291886000024174e+00 1.354247082598918439e+01 -9.885804647626057928e+00 2.305618921029986279e-01
2.890265241000027796e+00 -1.759291886000024174e+00 1.289388450470687530e+01 -1.072060022573105265e+01 2.471952796900009908e-01
2.953097093999986988e+00 -1.759291886000024174e+00 1.219841114499995882e+01 -1.136316490039393834e+01 2.489199395669998427e-01
3.015928946999945293e+00 -1.759291886000024174e+00 1.147517624920261170e+01 -1.159805546945502641e+01 2.640596073459999249e-01
3.078760801000035130e+00 -1.759291886000024174e+00 1.075391547138696069e+01 -1.125081724028800600e+01 3.467213822709981352e-01
-3.141592653999969009e+00 -1.696460032999994372e+00 1.009185282053278598e+01 -1.021513621398097449e+01 1.449203640960001482e-01
-3.078760801000035130e+00 -1.696460032999994372e+00 9.490710534707098134e+00 -8.895643485740047041e+00 3.421732477639973791e-01
-3.015928946999945293e+00 -1.696460032999994372e+00 8.981331039321666765e+00 -7.255994475231998031e+00 5.217218597890002085e-01
-2.953097093999986988e+00 -1.696460032999994372e+00 8.577767884442010882e+00 -5.606123564957979255e+00 5.828672975740029072e-01
-2.890265241000027796e+00 -1.696460032999994372e+00 8.275728821854485773e+00 -4.037615693315030896e+00 4.620260827399969572e-01
-2.827433387999951364e+00 -1.696460032999994372e+00 8.062004121383012034e+00 -2.791191862451012806e+00 2.472008376920021844e-01
-2.764601535000068555e+00 -1.696460032999994372e+00 7.919207716374764061e+00 -1.800917776372994661e+00 6.806837445997565746e-03
-2.701769681999986794e+00 -1.696460032999994372e+00 7.828771132728732596e+00 -1.093467693204997149e+00 -2.414936854090002083e-01
-2.638937829000033375e+00 -1.696460032999994372e+00 7.777154070912139616e+00 -5.632685167189976916e-01 -4.192859300129998523e-01
-2.576105975999960940e+00 -1.696460032999994372e+00 7.754754896033915657e+00 -1.044325271840013808e-01 -4.110442635309998760e-01
-2.513274122999976878e+00 -1.696460032999994372e+00 7.766320221899853493e+00 4.762855596739993258e-01 -2.910655851320007592e-01
-2.450442270000012801e+00 -1.696460032999994372e+00 7.817230895084747999e+00 1.153996454568004593e+00 -9.868012335900004650e-02
-2.387610416999951468e+00 -1.696460032999994372e+00 7.912828364853766061e+00 1.882448357622005464e+00 1.111689850060001705e-01
-2.324778564000050451e+00 -1.696460032999994372e+00 8.053168265650228363e+00 2.608737550653016157e+00 3.100542226030035264e-01
-2.261946711000003774e+00 -1.696460032999994372e+00 8.236512658386054397e+00 3.245802089273002622e+00 3.913596571300002602e-01
-2.199114858000019712e+00 -1.696460032999994372e+00 8.455153450261789772e+00 3.697228910885991038e+00 3.990081004250032315e-01
-2.136283003999996488e+00 -1.696460032999994372e+00 8.695906214922231925e+00 3.948712930002982180e+00 3.329935269210017590e-01
-2.073451150999975567e+00 -1.696460032999994372e+00 8.945251357418989357e+00 3.938241906966014394e+00 1.723663874250003503e-01
-2.010619297999981292e+00 -1.696460032999994372e+00 9.185273501262862794e+00 3.693222277388982899e+00 -1.964222529000211100e-03
-1.947787444999960371e+00 -1.696460032999994372e+00 9.405010578413445899e+00 3.283371317887966434e+00 -2.390432078300014085e-01
-1.884955592000037816e+00 -1.696460032999994372e+00 9.595956890429825137e+00 2.826883066722006177e+00 -4.645293153760033933e-01
-1.822123739000014231e+00 -1.696460032999994372e+00 9.758357296559452720e+00 2.354163772924987796e+00 -7.870473554019995488e-01
-1.759291886000024174e+00 -1.696460032999994372e+00 9.890946777374026055e+00 1.919021517795999721e+00 -1.089317183041996984e+00
-1.696460032999994372e+00 -1.696460032999994372e+00 1.000218540417191804e+01 1.701330464320994107e+00 -1.381950741585002751e+00
-1.633628179999974339e+00 -1.696460032999994372e+00 1.010662709482458155e+01 1.662016833776000180e+00 -1.643382449786002342e+00
-1.570796326999984505e+00 -1.696460032999994372e+00 1.021931837241110230e+01 1.974291277018002111e+00 -1.931083919055999409e+00
-1.507964473999968025e+00 -1.696460032999994372e+00 1.035985362031602364e+01 2.526738164863985059e+00 -2.264303337781989001e+00
-1.445132621000018824e+00 -1.696460032999994372e+00 1.054094401949099336e+01 3.296598914117986556e+00 -2.659345010852022906e+00
-1.382300768000029434e+00 -1.696460032999994372e+00 1.077320608184781747e+01 4.072324012275000626e+00 -3.047776993128993084e+00
-1.319468915000011622e+00 -1.696460032999994372e+00 1.105476941437333949e+01 4.873332354909011066e+00 -3.503965746071990406e+00
-1.256637060999993283e+00 -1.696460032999994372e+00 1.138160653215258122e+01 5.513625130289017129e+00 -3.973163774750977595e+00
-1.193805207999977691e+00 -1.696460032999994372e+00 1.174291827664156784e+01 5.950091097474991209e+00 -4.455090918912022246e+00
-1.130973355000006064e+00 -1.696460032999994372e+00 1.212742167379547453e+01 6.269583625617991984e+00 -5.030079192110979314e+00
-1.068141501999998244e+00 -1.696460032999994372e+00 1.252550457994174593e+01 6.352042077816969723e+00 -5.644863619678002209e+00
-1.005309648999990646e+00 -1.696460032999994372e+00 1.292421474658798530e+01 6.300325894009957572e+00 -6.266302908855027276e+00
-9.424777960000189081e-01 -1.696460032999994372e+00 1.330901737776166982e+01 5.934237731683030148e+00 -6.849775278098015008e+00
-8.796459430000120872e-01 -1.696460032999994372e+00 1.366361073824780448e+01 5.332311853000034851e+00 -7.483858236568954325e+00
-8.168140899999871696e-01 -1.696460032999994372e+00 1.397626303318374852e+01 4.597797706975988774e+00 -8.015343037539011561e+00
-7.539822369999840124e-01 -1.696460032999994372e+00 1.423621899582154526e+01 3.613584814291019853e+00 -8.507622607682057136e+00
-6.911503840000147170e-01 -1.696460032999994372e+00 1.442851493355777848e+01 2.499192811411993898e+00 -8.856241466560032194e+00
-6.283185309999932411e-01 -1.696460032999994372e+00 1.454699755192289956e+01 1.254447658490011719e+00 -9.066989061736011379e+00
-5.654866780000047388e-01 -1.696460032999994372e+00 1.458520992513290793e+01 -3.530789159000052163e-02 -9.119423230506017219e+00
-5.026548249999909235e-01 -1.696460032999994372e+00 1.454099153666767563e+01 -1.395825006139996827e+00 -9.054275508582968257e+00
-4.398229720000016441e-01 -1.696460032999994372e+00 1.441107853724270882e+01 -2.760569993284001544e+00 -8.929607981645006021e+00
-3.769911179999962392e-01 -1.696460032999994372e+00 1.419261172995358322e+01 -4.189853945482985509e+00 -8.765461877075047425e+00
-3.141592650000006315e-01 -1.696460032999994372e+00 1.388546289650277288e+01 -5.581843002907004525e+00 -8.657337433377927383e+00
-2.513274119999963641e-01 -1.696460032999994372e+00 1.349378096605197186e+01 -6.853597523697037452e+00 -8.591171953210936962e+00
-1.884955589999981196e-01 -1.696460032999994372e+00 1.303191022662664267e+01 -7.761130867532045841e+00 -8.581813606913978987e+00
-1.256637059999981820e-01 -1.696460032999994372e+00 1.252576838934273695e+01 -8.277992641255048412e+00 -8.521162609188063897e+00
-6.283185299999909101e-02 -1.696460032999994372e+00 1.199409378276987326e+01 -8.580678054334017091e+00 -8.320059743588020140e+00
0.000000000000000000e+00 -1.696460032999994372e+00 1.145214664365794022e+01 -8.629635814263082239e+00 -7.948567398032999165e+00
6.283185299999909101e-02 -1.696460032999994372e+00 1.091074836084153787e+01 -8.583675518333999221e+00 -7.352753763735948134e+00
1.256637059999981820e-01 -1.696460032999994372e+00 1.037255447295101618e+01 -8.532679427783994797e+00 -6.556071514073044781e+00
1.884955589999981196e-01 -1.696460032999994372e+00 9.837176014203841135e+00 -8.513830910245976824e+00 -5.664933097055041777e+00
2.513274119999963641e-01 -1.696460032999994372e+00 9.303165573839827118e+00 -8.498751946970028115e+00 -4.693072062339000539e+00
3.141592650000006315e-01 -1.696460032999994372e+00 8.770081471062624701e+00 -8.492203831099999434e+00 -3.843996274175997652e+00
3.769911179999962392e-01 -1.696460032999994372e+00 8.235957811303386222e+00 -8.529003064732020079e+00 -3.160897729088982810e+00
4.398229720000016441e-01 -1.696460032999994372e+00 7.699892360615884002e+00 -8.596233227635076801e+00 -2.695352198229028051e+00
5.026548249999909235e-01 -1.696460032999994372e+00 7.155197308708181936e+00 -8.739214185464968310e+00 -2.502455522829992063e+00
5.654866780000047388e-01 -1.696460032999994372e+00 6.600707280580820679e+00 -8.904969708878969215e+00 -2.498745766729004725e+00
6.283185309999932411e-01 -1.696460032999994372e+00 6.040620039255614415e+00 -8.892950129181025787e+00 -2.661549953815986136e+00
6.911503840000147170e-01 -1.696460032999994372e+00 5.487476266379829326e+00 -8.642754190115971014e+00 -2.862568323710004137e+00
7.539822369999840124e-01 -1.696460032999994372e+00 4.966030291688547038e+00 -7.867284292394966627e+00 -3.086555122616009950e+00
8.168140899999871696e-01 -1.696460032999994372e+00 4.507960549685677165e+00 -6.617623002193004922e+00 -3.293823256871987848e+00
8.796459430000120872e-01 -1.696460032999994372e+00 4.143432028609879580e+00 -4.896053166526975531e+00 -3.530362108447995695e+00
9.424777960000189081e-01 -1.696460032999994372e+00 3.903141865162936597e+00 -2.707023565600993553e+00 -3.815560945724969510e+00
1.005309648999990646e+00 -1.696460032999994372e+00 3.810998556418908834e+00 -2.153745858409997216e-01 -4.051747362088002902e+00
1.068141501999998244e+00 -1.696460032999994372e+00 3.879565803923895828e+00 2.420884410687978328e+00 -4.311791364863039711e+00
1.130973355000006064e+00 -1.696460032999994372e+00 4.115112625297591364e+00 5.032046741132988998e+00 -4.543909079885992242e+00
1.193805207999977691e+00 -1.696460032999994372e+00 4.507314639743448481e+00 7.416011327425043653e+00 -4.706604520650031098e+00
1.256637060999993283e+00 -1.696460032999994372e+00 5.038533156738729701e+00 9.455204082451929892e+00 -4.718107464186986455e+00
1.319468915000011622e+00 -1.696460032999994372e+00 5.689596795579198840e+00 1.116793423381004402e+01 -4.655894005955976134e+00
1.382300768000029434e+00 -1.696460032999994372e+00 6.433766156914948908e+00 1.245262079898096452e+01 -4.409413474913976394e+00
1.445132621000018824e+00 -1.696460032999994372e+00 7.246352303363849501e+00 1.336940684723601080e+01 -4.057743174492007832e+00
1.507964473999968025e+00 -1.696460032999994372e+00 8.109777041075126647e+00 1.406009053720197599e+01 -3.606823691798994869e+00
1.570796326999984505e+00 -1.696460032999994372e+00 9.008274489249991746e+00 1.453895326023298651e+01 -3.080199101709964804e+00
1.633628179999974339e+00 -1.696460032999994372e+00 9.934434571764093391e+00 1.493373629464501917e+01 -2.516876170295994974e+00
1.696460032999994372e+00 -1.696460032999994372e+00 1.087616641405311668e+01 1.502156981375790501e+01 -1.989987726961003345e+00
1.759291886000024174e+00 -1.696460032999994372e+00 1.181618954902890550e+01 1.485830757707107708e+01 -1.592626849686989088e+00
1.822123739000014231e+00 -1.696460032999994372e+00 1.273445101374301913e+01 1.430230657150092810e+01 -1.272273971225012401e+00
1.884955592000037816e+00 -1.696460032999994372e+00 1.360364081740721787e+01 1.331957337231992256e+01 -1.088856510018995305e+00
1.947787444999960371e+00 -1.696460032999994372e+00 1.440085920681601550e+01 1.198263882926201340e+01 -9.906302705740024361e-01
2.010619297999981292e+00 -1.696460032999994372e+00 1.510643423442569855e+01 1.041222005820103469e+01 -9.776166346979973110e-01
2.073451150999975567e+00 -1.696460032999994372e+00 1.570265957671531254e+01 8.533584631188983138e+00 -1.012179264533003886e+00
2.136283003999996488e+00 -1.696460032999994372e+00 1.617373830754917208e+01 6.422967370167016021e+00 -9.280301208390024925e-01
2.199114858000019712e+00 -1.696460032999994372e+00 1.650597310755208014e+01 4.104572221276002963e+00 -7.555550737740013290e-01
2.261946711000003774e+00 -1.696460032999994372e+00 1.668715963855076723e+01 1.644250250305998362e+00 -4.945191978950023715e-01
2.324778564000050451e+00 -1.696460032999994372e+00 1.671719304478646961e+01 -7.062366521950063092e-01 -2.152831146919988170e-01
2.387610416999951468e+00 -1.696460032999994372e+00 1.660247385192908354e+01 -2.878764520739998556e+00 3.304998874600004882e-02
2.450442270000012801e+00 -1.696460032999994372e+00 1.636388458667722290e+01 -4.643950476715004605e+00 1.672673626929994939e-01
2.513274122999976878e+00 -1.696460032999994372e+00 1.603044761285905651e+01 -5.901829047740994483e+00 2.581485429339989701e-01
2.576105975999960940e+00 -1.696460032999994372e+00 1.562912151983454123e+01 -6.817919415295009777e+00 2.574073701049994223e-01
2.638937829000033375e+00 -1.696460032999994372e+00 1.517747674168696648e+01 -7.539128255492995478e+00 1.788605198480000547e-01
2.701769681999986794e+00 -1.696460032999994372e+00 1.468323170847949655e+01 -8.210915684269014747e+00 7.296249228499972206e-02
2.764601535000068555e+00 -1.696460032999994372e+00 1.414038134959100290e+01 -9.054905781228955064e+00 -4.407109417299972381e-02
2.827433387999951364e+00 -1.696460032999994372e+00 1.354407501415280990e+01 -9.925997642142995403e+00 -1.574007703569999805e-01
2.890265241000027796e+00 -1.696460032999994372e+00 1.289419400023503925e+01 -1.074171461581310005e+01 -2.450832894769997550e-01
2.953097093999986988e+00 -1.696460032999994372e+00 1.219775254899681727e+01 -1.137092992620197229e+01 -2.797632174699996588e-01
3.015928946999945293e+00 -1.696460032999994372e+00 1.147689993951726706e+01 -1.149587157426090656e+01 -1.831025232039989181e-01
3.078760801000035130e+00 -1.696460032999994372e+00 1.076389130404172079e+01 -1.110631271043003387e+01 -4.907620599399987321e-02
-3.141592653999969009e+00 -1.633628179999974339e+00 1.008825359906411734e+01 -9.957981055089971889e+00 -2.906356438110006546e-01
-3.078760801000035130e+00 -1.633628179999974339e+00 9.499446432550946895e+00 -8.732832412871966099e+00 -8.400744031300010073e-02
-3.015928946999945293e+00 -1.633628179999974339e+00 8.997749361126921031e+00 -7.193450055657020670e+00 1.011889339000160383e-03
-2.953097093999986988e+00 -1.633628179999974339e+00 8.594430261215272537e+00 -5.672940082136991080e+00 -2.540453439599928143e-02
-2.890265241000027796e+00 -1.633628179999974339e+00 8.283505214849107290e+00 -4.266303922094994761e+00 -1.980098814149997832e-01
-2.827433387999951364e+00 -1.633628179999974339e+00 8.054129322029766058e+00 -3.048167004374996658e+00 -4.955212226879984749e-01
-2.764601535000068555e+00 -1.633628179999974339e+00 7.891809443942719327e+00 -2.143856752489997852e+00 -8.385904848199928763e-01
-2.701769681999986794e+00 -1.633628179999974339e+00 7.784060033472101736e+00 -1.323705794049991225e+00 -1.143321928763998629e+00
-2.638937829000033375e+00 -1.633628179999974339e+00 7.721348672687454950e+00 -7.038172042220020019e-01 -1.308020018633003323e+00
-2.576105975999960940e+00 -1.633628179999974339e+00 7.699314352966901254e+00 -2.052476835200089597e-02 -1.307375088881995717e+00
-2.513274122999976878e+00 -1.633628179999974339e+00 7.719943962694543416e+00 6.916238706040038764e-01 -1.183141038807000278e+00
-2.450442270000012801e+00 -1.633628179999974339e+00 7.784601233236855933e+00 1.377258349774997725e+00 -9.427548266949991040e-01
-2.387610416999951468e+00 -1.633628179999974339e+00 7.894287183316656353e+00 2.090053116570004033e+00 -6.900113232239979411e-01
-2.324778564000050451e+00 -1.633628179999974339e+00 8.045138528171975167e+00 2.735763586555009841e+00 -5.030827844519996095e-01
-2.261946711000003774e+00 -1.633628179999974339e+00 8.236152984541490696e+00 3.301386918341981946e+00 -3.884960310169991993e-01
-2.199114858000019712e+00 -1.633628179999974339e+00 8.456622086262740368e+00 3.653603205434011958e+00 -3.717442007010001714e-01
-2.136283003999996488e+00 -1.633628179999974339e+00 8.692789655521053760e+00 3.841389609247003900e+00 -4.255053434579978422e-01
-2.073451150999975567e+00 -1.633628179999974339e+00 8.932799732338352783e+00 3.776545496197020402e+00 -6.042492215439994041e-01
-2.010619297999981292e+00 -1.633628179999974339e+00 9.161165260884558847e+00 3.473225760738991141e+00 -7.798487929979973643e-01
-1.947787444999960371e+00 -1.633628179999974339e+00 9.365806162861105122e+00 3.037526155509003623e+00 -1.025756793747991003e+00
-1.884955592000037816e+00 -1.633628179999974339e+00 9.541237018043112528e+00 2.548092905409995446e+00 -1.275224833413997283e+00
-1.822123739000014231e+00 -1.633628179999974339e+00 9.684291021270851729e+00 2.033023020483987420e+00 -1.542340175277986170e+00
-1.759291886000024174e+00 -1.633628179999974339e+00 9.798369553090068962e+00 1.628479188156997548e+00 -1.840440319958999371e+00
-1.696460032999994372e+00 -1.633628179999974339e+00 9.892703699536681938e+00 1.422000810716998576e+00 -2.052787259254990726e+00
-1.633628179999974339e+00 -1.633628179999974339e+00 9.979555439779225878e+00 1.396308479122996049e+00 -2.396202909209016241e+00
-1.570796326999984505e+00 -1.633628179999974339e+00 1.007320618012253277e+01 1.653716984165007453e+00 -2.668274282538991571e+00
-1.507964473999968025e+00 -1.633628179999974339e+00 1.019450444447387838e+01 2.193804656783018725e+00 -2.951320665504995500e+00
-1.445132621000018824e+00 -1.633628179999974339e+00 1.035413964115361551e+01 2.915370639052004442e+00 -3.278574792300008145e+00
-1.382300768000029434e+00 -1.633628179999974339e+00 1.056104282154809226e+01 3.677363575456992439e+00 -3.658415316503995207e+00
-1.319468915000011622e+00 -1.633628179999974339e+00 1.081571501191486817e+01 4.393319174222982681e+00 -4.083612944581010318e+00
-1.256637060999993283e+00 -1.633628179999974339e+00 1.111176925747086131e+01 5.006654773091979926e+00 -4.595845524778004787e+00
-1.193805207999977691e+00 -1.633628179999974339e+00 1.143918165215594485e+01 5.414616841839041683e+00 -5.142579931000987870e+00
-1.130973355000006064e+00 -1.633628179999974339e+00 1.178845527362722834e+01 5.659067969124998321e+00 -5.742773824451021802e+00
-1.068141501999998244e+00 -1.633628179999974339e+00 1.214879945289001029e+01 5.791792787399006492e+00 -6.333328476392009243e+00
-1.005309648999990646e+00 -1.633628179999974339e+00 1.251143879429072570e+01 5.694445369313995364e+00 -6.885470111668958282e+00
-9.424777960000189081e-01 -1.633628179999974339e+00 1.285847779799888713e+01 5.322176471838011125e+00 -7.479955131408067892e+00
-8.796459430000120872e-01 -1.633628179999974339e+00 1.317769381631841696e+01 4.810760501203008133e+00 -7.971663458470019670e+00
-8.168140899999871696e-01 -1.633628179999974339e+00 1.346009317679819617e+01 4.157743775097996419e+00 -8.415516412832023008e+00
-7.539822369999840124e-01 -1.633628179999974339e+00 1.369436405522368716e+01 3.278673736995996624e+00 -8.775225534637046465e+00
-6.911503840000147170e-01 -1.633628179999974339e+00 1.386961861459374035e+01 2.254676492667009313e+00 -8.981193917359080459e+00
-6.283185309999932411e-01 -1.633628179999974339e+00 1.397691479843019380e+01 1.158613190396008186e+00 -9.091103723793981572e+00
-5.654866780000047388e-01 -1.633628179999974339e+00 1.401320794631691058e+01 -2.242069910999894625e-02 -9.089699348001984092e+00
-5.026548249999909235e-01 -1.633628179999974339e+00 1.397284731110291744e+01 -1.281210964847005140e+00 -9.044937495141958550e+00
-4.398229720000016441e-01 -1.633628179999974339e+00 1.385096811356277868e+01 -2.633189773613991758e+00 -8.939899600009972858e+00
-3.769911179999962392e-01 -1.633628179999974339e+00 1.364124673317792968e+01 -4.057348746244034743e+00 -8.791204018149031185e+00
-3.141592650000006315e-01 -1.633628179999974339e+00 1.334111528163597171e+01 -5.487215834792029234e+00 -8.694026008033013397e+00
-2.513274119999963641e-01 -1.633628179999974339e+00 1.295535282209099393e+01 -6.735363462940032520e+00 -8.516266386047984582e+00
-1.884955589999981196e-01 -1.633628179999974339e+00 1.250056069193874464e+01 -7.649425968195008529e+00 -8.327351905813992872e+00
-1.256637059999981820e-01 -1.633628179999974339e+00 1.200348798411933871e+01 -8.134670511253972336e+00 -8.067584971777002067e+00
-6.283185299999909101e-02 -1.633628179999974339e+00 1.148728947075498041e+01 -8.247121074020997256e+00 -7.739429016863997646e+00
0.000000000000000000e+00 -1.633628179999974339e+00 1.097307916585958054e+01 -8.094138627142967835e+00 -7.248825019375974676e+00
6.283185299999909101e-02 -1.633628179999974339e+00 1.046996236214884846e+01 -7.903965218408006699e+00 -6.601584190036074773e+00
1.256637059999981820e-01 -1.633628179999974339e+00 9.980235868642807873e+00 -7.719359426988949835e+00 -5.854848836905000020e+00
1.884955589999981196e-01 -1.633628179999974339e+00 9.498521766624726581e+00 -7.639208002151071319e+00 -5.071893786128043757e+00
2.513274119999963641e-01 -1.633628179999974339e+00 9.018967506236030829e+00 -7.664675412825020295e+00 -4.319124544070011673e+00
3.141592650000006315e-01 -1.633628179999974339e+00 8.534068232173154911e+00 -7.800610153728993801e+00 -3.663336005852011468e+00
3.769911179999962392e-01 -1.633628179999974339e+00 8.036695895177011550e+00 -8.029324953781063812e+00 -3.206126145488990886e+00
4.398229720000016441e-01 -1.633628179999974339e+00 7.523101063853019355e+00 -8.327681170321982407e+00 -2.927276491407000858e+00
5.026548249999909235e-01 -1.633628179999974339e+00 6.986951543354898320e+00 -8.723332424157051790e+00 -2.823488538012002280e+00
5.654866780000047388e-01 -1.633628179999974339e+00 6.429065665085573755e+00 -9.007689829729034869e+00 -2.923606056714004531e+00
6.283185309999932411e-01 -1.633628179999974339e+00 5.859083515315845148e+00 -9.093692553707036552e+00 -3.067053232955001540e+00
6.911503840000147170e-01 -1.633628179999974339e+00 5.294743038347512254e+00 -8.799127355044969789e+00 -3.228959276250996435e+00
7.539822369999840124e-01 -1.633628179999974339e+00 4.762771802131993581e+00 -8.035285754802997005e+00 -3.355026774783993915e+00
8.168140899999871696e-01 -1.633628179999974339e+00 4.294114759987792240e+00 -6.809960906868000485e+00 -3.478943760630992088e+00
8.796459430000120872e-01 -1.633628179999974339e+00 3.919406565176728918e+00 -5.053099261255999508e+00 -3.569359474382006070e+00
9.424777960000189081e-01 -1.633628179999974339e+00 3.668120775626569241e+00 -2.902405834838983179e+00 -3.662538378045015364e+00
1.005309648999990646e+00 -1.633628179999974339e+00 3.562716125888421459e+00 -4.285443706000012232e-01 -3.825241036446029419e+00
1.068141501999998244e+00 -1.633628179999974339e+00 3.617792110944179740e+00 2.183238247133008514e+00 -4.019450013750989648e+00
1.130973355000006064e+00 -1.633628179999974339e+00 3.839055477436801311e+00 4.836226103185971681e+00 -4.178252587353014746e+00
1.193805207999977691e+00 -1.633628179999974339e+00 4.222520786013838290e+00 7.341223383202982511e+00 -4.366393402085983588e+00
1.256637060999993283e+00 -1.633628179999974339e+00 4.751710242507620308e+00 9.468875959042010848e+00 -4.430929416447979996e+00
1.319468915000011622e+00 -1.633628179999974339e+00 5.405652089472887667e+00 1.128743310998894778e+01 -4.411873902623007382e+00
1.382300768000029434e+00 -1.633628179999974339e+00 6.161181249123167447e+00 1.270131705013706380e+01 -4.314096630426992540e+00
1.445132621000018824e+00 -1.633628179999974339e+00 6.993127062209680389e+00 1.373618868029698881e+01 -4.015147769591012050e+00
1.507964473999968025e+00 -1.633628179999974339e+00 7.882068265137441188e+00 1.451287379860390558e+01 -3.640104980500031395e+00
1.570796326999984505e+00 -1.633628179999974339e+00 8.813051326243972028e+00 1.508013238340415185e+01 -3.170234078060996552e+00
1.633628179999974339e+00 -1.633628179999974339e+00 9.773838490178718530e+00 1.546192367957097069e+01 -2.646171988383008600e+00
1.696460032999994372e+00 -1.633628179999974339e+00 1.074847554839897157e+01 1.552198786054895230e+01 -2.122799469678997131e+00
1.759291886000024174e+00 -1.633628179999974339e+00 1.171575026541693632e+01 1.519679905336296066e+01 -1.671733300381999632e+00
1.822123739000014231e+00 -1.633628179999974339e+00 1.265252599702889569e+01 1.456302738638598449e+01 -1.360384059558992442e+00
1.884955592000037816e+00 -1.633628179999974339e+00 1.353436847131606413e+01 1.347544148531794939e+01 -1.150940962342009710e+00
1.947787444999960371e+00 -1.633628179999974339e+00 1.433792437977607648e+01 1.205711621364107344e+01 -1.072581280138999782e+00
2.010619297999981292e+00 -1.633628179999974339e+00 1.504479814141173222e+01 1.041813966626999566e+01 -1.034584079092988773e+00
2.073451150999975567e+00 -1.633628179999974339e+00 1.564131935578985377e+01 8.573775704855018276e+00 -9.738393433870028426e-01
2.136283003999996488e+00 -1.633628179999974339e+00 1.611845002399910953e+01 6.579857405112952584e+00 -8.833878184390039356e-01
2.199114858000019712e+00 -1.633628179999974339e+00 1.646128938728784163e+01 4.310958752932990024e+00 -6.991213451370015264e-01
2.261946711000003774e+00 -1.633628179999974339e+00 1.665942710529087378e+01 1.947693106330993240e+00 -4.142204315389960700e-01
2.324778564000050451e+00 -1.633628179999974339e+00 1.670667411512189204e+01 -4.388174295939971103e-01 -1.423992046050006899e-01
2.387610416999951468e+00 -1.633628179999974339e+00 1.660656643408067623e+01 -2.714874985664994966e+00 8.215271215700012397e-02
2.450442270000012801e+00 -1.633628179999974339e+00 1.637747356657177988e+01 -4.522862807780972716e+00 2.382365989859995259e-01
2.513274122999976878e+00 -1.633628179999974339e+00 1.604837305505487421e+01 -5.884960888441985283e+00 3.187874159260014606e-01
2.576105975999960940e+00 -1.633628179999974339e+00 1.564437531740065168e+01 -6.900707690065984501e+00 2.141454131250004611e-01
2.638937829000033375e+00 -1.633628179999974339e+00 1.518555530034617362e+01 -7.667818616890018646e+00 5.197697396400013242e-02
2.701769681999986794e+00 -1.633628179999974339e+00 1.468145939352005769e+01 -8.424982359233039730e+00 -1.424745832130000500e-01
2.764601535000068555e+00 -1.633628179999974339e+00 1.412724653206903014e+01 -9.198451765381038925e+00 -3.319498426449996042e-01
2.827433387999951364e+00 -1.633628179999974339e+00 1.352197899753172550e+01 -1.004280695771999454e+01 -5.096079682129970312e-01
2.890265241000027796e+00 -1.633628179999974339e+00 1.286587268797282491e+01 -1.081411270288903204e+01 -6.256040048219957406e-01
2.953097093999986988e+00 -1.633628179999974339e+00 1.216756268886975079e+01 -1.133547438089801851e+01 -6.650239242629942815e-01
3.015928946999945293e+00 -1.633628179999974339e+00 1.145226809727817141e+01 -1.136376434848895300e+01 -5.904512046019980698e-01
3.078760801000035130e+00 -1.633628179999974339e+00 1.074802306570681054e+01 -1.094957350864299350e+01 -4.435323957579999088e-01
-3.141592653999969009e+00 -1.570796326999984505e+00 1.006037864590259545e+01 -9.812636673604993476e+00 -6.022156326449986663e-01
-3.078760801000035130e+00 -1.570796326999984505e+00 9.480597698630752745e+00 -8.601210834659985593e+00 -5.332057645420015257e-01
-3.015928946999945293e+00 -1.570796326999984505e+00 8.983823730233730487e+00 -7.219555859502001738e+00 -4.701159684769984359e-01
-2.953097093999986988e+00 -1.570796326999984505e+00 8.574318980997951201e+00 -5.819609234052015800e+00 -5.967608914340022386e-01
-2.890265241000027796e+00 -1.570796326999984505e+00 8.250122706750936175e+00 -4.515144867422985264e+00 -8.108468428230005687e-01
-2.827433387999951364e+00 -1.570796326999984505e+00 8.001996077763209314e+00 -3.413340553835998215e+00 -1.146854782373997406e+00
-2.764601535000068555e+00 -1.570796326999984505e+00 7.818110636529837620e+00 -2.451622780289005821e+00 -1.495892264343003042e+00
-2.701769681999986794e+00 -1.570796326999984505e+00 7.689984639771644481e+00 -1.590385784520005341e+00 -1.791601329413003763e+00
-2.638937829000033375e+00 -1.570796326999984505e+00 7.618087243156800525e+00 -7.604717465400001597e-01 -1.947538490163011282e+00
